X,species,unique,series,cell_type,cell_line,tissue_type,IF,platform,FactorName,FactorType,MappedReadsNumber,RawReadsNumber,FastQCscore,UniquelyMappedRatio,PBC,FRiP,UnionDHSRatio,AllPeaksNumber,PeaksFoldChange>=10,PeaksFoldChange>=20,PeaksPromoterPercentage,PeaksExonPercentage,PeaksIntronPercentage,PeaksIntergenicPercentage
269,Homo sapiens,GSM648495,GSE26427,T Lymphocyte,aTconv,Blood,4.092,GPL9052,H3K4me3,hm,2060265,15380003,28,0.134,0.932,0.669,0.974,26972,7935,72,0.185876502894463,0.231557072881104,0.385371827222799,0.197194597001633
273,Homo sapiens,GSM575280,GSE23455,Embryonic Stem Cell,BG01,Embryo,25.421,GPL9052,H3K4me3,hm,9589292,29385060,37,0.326,0.925,0.421,0.975,38594,8562,96,0.229626937355591,0.199667696461487,0.365767543290324,0.204937822892598
275,Homo sapiens,GSM575281,GSE23455,Embryonic Stem Cell,BG03,Embryo,25.421,GPL9052,H3K4me3,hm,9349484,14622567,30,0.639,0.802,0.728,0.977,32270,10668,185,0.232590615690169,0.191472194637537,0.390268123138034,0.18566906653426
385,Homo sapiens,GSM353616,GSE14092,Epithelial,LNCaP,Prostate,26.566,GPL9052,H3K4me3,hm,4386761,11453521,18,0.383,0.937,0.52,0.97,23902,9738,636,0.249842694743907,0.258483996811947,0.372121313813499,0.119551994630647
386,Homo sapiens,GSM353614,GSE14092,Epithelial,LNCaP,Prostate,26.566,GPL9052,H3K4me3,hm,3266962,5726285,33,0.571,0.948,0.554,0.974,22510,9053,353,0.255010243163802,0.267212968736083,0.362340785606128,0.115436002493988
389,Homo sapiens,GSM732911,GSE29600,T Lymphocyte,CUTLL1,Blood,9.681,GPL9052,H3K4me3,hm,10338126,13073705,33,0.791,0.969,0.603,0.974,37136,8301,140,0.218124426698322,0.151702368747639,0.408190794798468,0.221982409755571
538,Homo sapiens,GSM575279,GSE23455,Fibroblast,GM01660,NA,25.421,GPL9052,H3K4me3,hm,1611656,3311898,40,0.487,0.954,0.064,0.934,7885,90,1,0.174930078820239,0.19908466819222,0.516399694889397,0.109585558098144
900,Homo sapiens,GSM605315,GSE16256,Embryonic Stem Cell,H1,Embryo,36.28,GPL9115,H3K4me3,hm,15390561,20360983,30,0.756,0.97,0.606,0.975,43379,10772,376,0.258595608100307,0.1636225090632,0.36425981942873,0.213522063407763
901,Homo sapiens,GSM537681,GSE17312,Embryonic Stem Cell,H1,Embryo,23.268,GPL9115,H3K4me3,hm,11303675,14190726,32,0.797,0.989,0.133,0.968,28978,1612,8,0.240369639705119,0.206139895476413,0.401758211331464,0.151732253487004
902,Homo sapiens,GSM537680,GSE17312,Embryonic Stem Cell,H1,Embryo,23.268,GPL9115,H3K4me3,hm,1464639,2016618,19,0.726,0.998,0.087,0.897,6930,391,3,0.222592324402607,0.0912382331643736,0.593338160753077,0.0928312816799421
903,Homo sapiens,GSM433170,GSE17312,Embryonic Stem Cell,H1,Embryo,23.268,GPL9115,H3K4me3,hm,6149374,13730204,15,0.448,0.994,0.286,0.965,30236,2253,12,0.239307738213646,0.157250845434653,0.417246866918639,0.186194549433061
904,Homo sapiens,GSM432392,GSE16368,Embryonic Stem Cell,H1,Embryo,23.268,GPL9115,H3K4me3,hm,8076550,13211769,22,0.611,0.907,0.656,0.971,38570,12579,799,0.178334504019355,0.191550248445589,0.377793386924738,0.252321860610318
905,Homo sapiens,GSM410808,GSE16368,Embryonic Stem Cell,H1,Embryo,23.268,GPL9115,H3K4me3,hm,4456473,8966624,25,0.497,0.97,0.531,0.974,23565,7598,75,0.217193608703043,0.263640999490056,0.381225565187829,0.137939826619072
908,Homo sapiens,GSM469971,GSE16256,Embryonic Stem Cell,H1,Embryo,36.28,GPL9052,H3K4me3,hm,8554813,22053477,23,0.388,0.85,0.652,0.976,29007,14796,2685,0.241088989337842,0.276595010524136,0.314481901935751,0.16783409820227
909,Homo sapiens,GSM409308,GSE16256,Embryonic Stem Cell,H1,Embryo,36.28,GPL9115,H3K4me3,hm,4843645,7763232,28,0.624,0.972,0.537,0.973,31588,7980,159,0.251204513756815,0.22679726131609,0.361005452009636,0.160992772917459
1043,Homo sapiens,GSM727596,GSE29422,Embryonic Stem Cell,H9,Embryo,4.069,GPL9115,H3K4me3,hm,10968425,13797614,30,0.795,0.986,0.282,0.977,35203,6950,95,0.230685930865464,0.230942406884956,0.367473141261292,0.170898520988288
1044,Homo sapiens,GSM727572,GSE29422,Embryonic Stem Cell,H9,Embryo,4.069,GPL9115,H3K4me3,hm,9703105,21930525,22,0.442,0.98,0.495,0.973,41208,9270,168,0.240045783308575,0.197038696636875,0.353067238146263,0.209848281908287
1045,Homo sapiens,GSM616128,GSE16256,Embryonic Stem Cell,H9,Embryo,36.28,GPL9115,H3K4me3,hm,10401581,37036236,2,0.281,0.972,0.226,0.971,36261,5259,36,0.258673074798365,0.187437852171031,0.379626560601039,0.174262512429566
1046,Homo sapiens,GSM605316,GSE16256,Embryonic Stem Cell,H9,Embryo,36.28,GPL9115,H3K4me3,hm,10450515,17950910,27,0.582,0.975,0.581,0.972,39706,11672,439,0.255852674066599,0.184258324924319,0.361099899091826,0.198789101917255
1047,Homo sapiens,GSM327662,GSE13084,Embryonic Stem Cell,H9,Embryo,8.694,GPL9052,H3K4me3,hm,9534660,22955497,20,0.415,0.96,0.412,0.971,45894,5580,5,0.231695610437211,0.113753381621433,0.392966227419496,0.261584780521861
1048,Homo sapiens,GSM602296,GSE24447,Embryonic Stem Cell,H9,Embryo,36.28,GPL9052,H3K4me3,hm,14278790,17211980,38,0.83,0.943,0.846,0.977,34894,13575,1109,0.213775495567859,0.214263174502998,0.336211595283858,0.235749734645285
1255,Homo sapiens,GSM566169,GSE20303,Epithelial,HeLa,Cervix,32.403,GPL9115,H3K4me3,hm,12656913,14816718,30,0.854,0.928,0.473,0.974,22731,6804,114,0.265320518472798,0.142976809805132,0.461246803632837,0.130455868089234
1256,Homo sapiens,GSM501713,GSE20040,Epithelial,HeLa,Cervix,12.712,GPL9115,H3K4me3,hm,4252263,6897698,28,0.616,0.843,0.565,0.972,28033,5329,36,0.23993288590604,0.139761530772526,0.47661716407254,0.143688419248893
1257,Homo sapiens,GSM418300,GSE15735,Epithelial,HeLa,Cervix,32.403,GPL9052,H3K4me3,hm,3243460,5627540,40,0.576,0.873,0.315,0.978,15692,6400,161,0.202694075587334,0.334525025536262,0.386299795709908,0.0764811031664964
1514,Homo sapiens,GSM537665,GSE17312,Embryonic Stem Cell,hES I3,Embryo,23.268,GPL9115,H3K4me3,hm,16708258,28623791,28,0.584,0.961,0.185,0.968,49428,2670,7,0.230939248925298,0.0795887744342607,0.407149809392489,0.282322167247952
1515,Homo sapiens,GSM537626,GSE17312,Embryonic Stem Cell,hES I3,Embryo,23.268,GPL9115,H3K4me3,hm,4392803,16301897,21,0.269,0.959,0.125,0.931,21972,1340,1,0.278069015818024,0.104025162966677,0.447417604959657,0.170488216255641
1624,Homo sapiens,GSM520386,GSE20753,Fibroblast,Hs68,Foreskin,5.527,GPL9115,H3K4me3,hm,12100327,16578316,27,0.73,0.915,0.577,0.98,31936,11994,1077,0.235474965491279,0.219130380223366,0.358357384866357,0.187037269418999
1625,Homo sapiens,GSM520385,GSE20753,Fibroblast,Hs68,Foreskin,5.527,GPL9115,H3K4me3,hm,7650541,13533086,24,0.565,0.911,0.582,0.979,35644,11126,399,0.252064954767657,0.198966117885037,0.356942181266506,0.1920267460808
1706,Homo sapiens,GSM669936,GSE19465,Embryonic Stem Cell,HUES48,Embryo,23.268,GPL9115,H3K4me3,hm,22998033,29966480,32,0.767,0.972,0.571,0.973,45150,9654,323,0.211796664514262,0.167197345861816,0.351584244394469,0.269421745229454
1714,Homo sapiens,GSM669893,GSE17312,Embryonic Stem Cell,HUES6,Embryo,23.268,GPL9115,H3K4me3,hm,27835913,34660616,33,0.803,0.982,0.491,0.974,63336,8560,184,0.183136310334992,0.118039489113555,0.379361708870789,0.319462491680664
1715,Homo sapiens,GSM669889,GSE17312,Embryonic Stem Cell,HUES6,Embryo,23.268,GPL9115,H3K4me3,hm,23236149,31451138,31,0.739,0.979,0.525,0.977,51259,9644,250,0.202597198791636,0.162834948409118,0.347875554160618,0.286692298638628
1724,Homo sapiens,GSM669967,GSE19465,Embryonic Stem Cell,HUES64,Embryo,23.268,GPL9115,H3K4me3,hm,30039899,39913402,32,0.753,0.96,0.581,0.974,48565,9085,263,0.200654759438067,0.144689403671626,0.366458082963822,0.288197753926485
1834,Homo sapiens,GSM521901,GSE16256,Fibroblast,IMR90,Lung,36.28,GPL9115,H3K4me3,hm,30151702,40385339,3,0.747,0.934,0.802,0.976,46369,15326,1486,0.194130730527543,0.162797728303354,0.377572394135049,0.265499147034054
1835,Homo sapiens,GSM469970,GSE16256,Fibroblast,IMR90,Lung,36.28,GPL9115,H3K4me3,hm,9336449,16845165,27,0.554,0.948,0.796,0.977,32640,12877,1132,0.26130021465808,0.22591229684146,0.334038638454462,0.178748850045998
1883,Homo sapiens,GSM575289,GSE23455,iPSC,iPS 4,NA,25.421,GPL9052,H3K4me3,hm,3814592,9631391,36,0.396,0.557,0.239,0.962,24667,2430,4,0.220923151869443,0.232168229610685,0.413023180286607,0.133885438233264
1885,Homo sapiens,GSM575286,GSE23455,iPSC,iPS A1,NA,25.421,GPL9052,H3K4me3,hm,8185876,13756577,30,0.595,0.966,0.552,0.976,37644,9240,146,0.23224312744498,0.197700721185832,0.371849801740426,0.198206349628762
1887,Homo sapiens,GSM575287,GSE23455,iPSC,iPS A6,NA,25.421,GPL9052,H3K4me3,hm,2135367,3727872,38,0.573,0.968,0.256,0.962,23324,2441,1,0.214693632186869,0.237193524840053,0.413113487053974,0.134999355919103
1889,Homo sapiens,GSM575288,GSE23455,iPSC,iPS C1,NA,25.421,GPL9052,H3K4me3,hm,8078807,12685540,30,0.637,0.952,0.6,0.975,37886,11235,258,0.236741171802672,0.212590927126042,0.34966274302341,0.201005158047877
1895,Homo sapiens,GSM706074,GSE16256,iPSC,iPS DF 19.11,Foreskin,36.28,GPL9115,H3K4me3,hm,20255211,27987489,33,0.724,0.971,0.572,0.974,34374,13563,971,0.234374088123723,0.232419025386636,0.324102713743799,0.209104172745842
1904,Homo sapiens,GSM706075,GSE16256,iPSC,iPS DF 6.9,NA,36.28,GPL9115,H3K4me3,hm,25949300,34833449,39,0.745,0.979,0.524,0.976,33277,11614,544,0.232724862943551,0.247032953792397,0.298240857883005,0.222001325381047
1907,Homo sapiens,GSM537694,GSE19465,iPSC,iPS-11a,NA,23.268,GPL9115,H3K4me3,hm,14064465,18631390,31,0.755,0.983,0.261,0.972,31126,4935,16,0.254189764084053,0.189731855098621,0.394708005672296,0.16137037514503
1911,Homo sapiens,GSM537687,GSE19465,iPSC,iPS-15b,NA,23.268,GPL9115,H3K4me3,hm,20855617,28265196,30,0.738,0.987,0.284,0.972,48499,4651,28,0.235761918568529,0.133951870107277,0.378101313009982,0.252184898314211
1919,Homo sapiens,GSM537676,GSE19465,iPSC,iPS-18c,NA,23.268,GPL9115,H3K4me3,hm,10460791,15077501,33,0.694,0.871,0.423,0.976,33840,5738,24,0.25185251052226,0.202768391724465,0.351858438555931,0.193520659197344
1927,Homo sapiens,GSM621423,GSE19465,iPSC,iPS-20b,NA,23.268,GPL9115,H3K4me3,hm,24179097,34184973,30,0.707,0.984,0.123,0.957,37013,1781,12,0.242553770759597,0.0901715219166894,0.453852436700245,0.213422270623469
1941,Homo sapiens,GSM569085,GSE23080,T Lymphocyte,Jurkat E6-1,Blood,NA,GPL9115,H3K4me3,hm,9326291,16031124,34,0.582,0.985,0.07,0.929,18212,1461,5,0.267650622315233,0.0669677277233175,0.497191320630025,0.168190329331424
2034,Homo sapiens,GSM608165,GSE28162,Erythroblast,K562,Bone Marrow,14.178,GPL9052,H3K4me3,hm,10306896,12058624,37,0.855,0.934,0.67,0.973,24453,9296,419,0.250338184054109,0.197253535560566,0.388112318097971,0.164295962287354
2035,Homo sapiens,GSM608164,GSE28162,Erythroblast,K562,Bone Marrow,14.178,GPL9052,H3K4me3,hm,15883344,29065205,37,0.546,0.957,0.524,0.972,26308,8620,305,0.250715075702681,0.156096258723924,0.424850310819572,0.168338354753823
2221,Homo sapiens,GSM686935,GSE27824,Epithelial,LNCaP,Prostate,36.28,GPL9115,H3K4me3,hm,15177967,18831506,30,0.806,0.938,0.616,0.977,23164,10873,804,0.279753910142541,0.241324032754213,0.350548069840995,0.12837398726225
2222,Homo sapiens,GSM503907,GSE20042,Epithelial,LNCaP,Prostate,35.532,GPL9052,H3K4me3,hm,3918711,4761769,25,0.823,0.774,0.564,0.954,24000,5944,50,0.256147968769571,0.097365454469542,0.515009811698885,0.131476765062002
2223,Homo sapiens,GSM503906,GSE20042,Epithelial,LNCaP,Prostate,35.532,GPL9052,H3K4me3,hm,5627933,6755854,25,0.833,0.827,0.609,0.969,26670,7239,79,0.27638058719597,0.140746588474118,0.459832337130183,0.123040487199729
2224,Homo sapiens,GSM353626,GSE14092,Epithelial,LNCaP,Prostate,26.566,GPL9052,H3K4me3,hm,10800427,19899747,21,0.543,0.952,0.578,0.973,27423,9454,309,0.244090742773509,0.214672521039151,0.382400292718624,0.158836443468716
2225,Homo sapiens,GSM353615,GSE14092,Epithelial,LNCaP,Prostate,26.566,GPL9052,H3K4me3,hm,3271838,7116945,30,0.46,0.492,0.03,0.887,4728,59,2,0.167836630504148,0.241012550521166,0.512656881514571,0.0784939374601149
2226,Homo sapiens,GSM353613,GSE14092,Epithelial,LNCaP,Prostate,26.566,GPL9052,H3K4me3,hm,3734330,8685503,25,0.43,0.593,0.042,0.915,7374,126,1,0.181174226944558,0.228987876311129,0.516414657403623,0.0734232393406893
2335,Homo sapiens,GSM588571,GSE23701,Epithelial,MCF-7,Mammary Gland,8.626,GPL9115,H3K4me3,hm,18489827,59890060,36,0.309,0.986,0.229,0.978,33684,7116,25,0.184083769633508,0.209094988780853,0.342438294689604,0.264382946896036
2336,Homo sapiens,GSM588570,GSE23701,Epithelial,MCF-7,Mammary Gland,8.626,GPL9115,H3K4me3,hm,19152234,51691605,37,0.371,0.982,0.319,0.978,48567,7087,30,0.184906284910422,0.140117505895982,0.358103355538086,0.316872853655509
2337,Homo sapiens,GSM451988,GSE18046,Epithelial,MCF-7,Mammary Gland,36.28,GPL9052,H3K4me3,hm,1319501,15793763,6,0.084,0.908,0.015,0.887,1010,44,2,0.181818181818182,0.0719280719280719,0.57042957042957,0.175824175824176
2338,Homo sapiens,GSM451987,GSE18046,Epithelial,MCF-7,Mammary Gland,36.28,GPL9052,H3K4me3,hm,2359530,11068937,34,0.213,0.968,0.077,0.841,8031,1581,12,0.162182549660548,0.314432989690722,0.354412874025647,0.168971586623083
2616,Homo sapiens,GSM575290,GSE23455,iPSC,NA,NA,25.421,GPL9052,H3K4me3,hm,4733643,7563052,28,0.626,0.97,0.601,0.972,36925,10232,169,0.24680712600667,0.224978985330405,0.341901895387619,0.186311993275306
2618,Homo sapiens,GSM575292,GSE23455,iPSC,NA,NA,25.421,GPL9052,H3K4me3,hm,4394126,7507300,29,0.585,0.95,0.583,0.974,35278,9298,118,0.241419446415898,0.228530872959546,0.354833215046132,0.175216465578424
2620,Homo sapiens,GSM575291,GSE23455,iPSC,NA,NA,25.421,GPL9052,H3K4me3,hm,5129386,8282706,29,0.619,0.956,0.653,0.974,36032,11543,299,0.241981210739897,0.22221913391517,0.34546111512591,0.190338540219023
2622,Homo sapiens,GSM575293,GSE23455,iPSC,NA,NA,25.421,GPL9052,H3K4me3,hm,4953222,8208670,29,0.603,0.952,0.579,0.975,34844,10059,153,0.239449172033119,0.235625574977001,0.34604990800368,0.178875344986201
2683,Homo sapiens,GSM518558,GSE20673,Neuron,SH-SY5Y,Bone Marrow,14.178,GPL9115,H3K4me3,hm,9121077,12803623,31,0.712,0.909,0.283,0.976,17583,8770,395,0.224520109689214,0.250057129798903,0.432415447897623,0.0930073126142596
2928,Homo sapiens,GSM353620,GSE14092,Epithelial,VCaP,Prostate,26.566,GPL9052,H3K4me3,hm,10759738,19088293,28,0.564,0.983,0.241,0.964,38002,2888,10,0.255386481711016,0.152324692106859,0.401487380996334,0.190801445185791
2929,Homo sapiens,GSM353604,GSE14092,Epithelial,VCaP,Prostate,26.566,GPL9052,H3K4me3,hm,10593267,31393492,20,0.337,0.988,0.047,0.931,14301,368,6,0.279384917848617,0.102794551327061,0.520432523521977,0.0973880073023452
2930,Homo sapiens,GSM353603,GSE14092,Epithelial,VCaP,Prostate,26.566,GPL9052,H3K4me3,hm,4797270,9734932,29,0.493,0.968,0.285,0.97,25816,1942,3,0.259526581296081,0.203181994567326,0.405471478463329,0.131819945673263
2942,Homo sapiens,GSM537623,GSE17312,Embryonic Stem Cell,WA-7,Embryo,23.268,GPL9115,H3K4me3,hm,9871918,16102324,28,0.613,0.818,0.117,0.956,32737,618,2,0.233197711768485,0.130533206889168,0.3982685306984,0.238000550643948
2955,Homo sapiens,GSM575282,GSE23455,Embryonic Stem Cell,WIBR1,Embryo,25.421,GPL9052,H3K4me3,hm,2770832,6496882,40,0.426,0.962,0.321,0.969,28011,2846,2,0.222679011904336,0.241125370893361,0.392020877274515,0.144174739927788
2956,Homo sapiens,GSM529411,GSE21141,Embryonic Stem Cell,WIBR1,Embryo,32.403,GPL9052,H3K4me3,hm,4535434,6340857,31,0.715,0.957,0.625,0.973,32364,9361,88,0.235022898873623,0.221190741428395,0.371425919049387,0.172360440648595
2957,Homo sapiens,GSM529408,GSE21141,Embryonic Stem Cell,WIBR1,Embryo,32.403,GPL9052,H3K4me3,hm,2770052,6496882,40,0.426,0.962,0.321,0.969,28014,2844,2,0.22272662281956,0.24106376894481,0.392050328853303,0.144159279382328
2961,Homo sapiens,GSM575283,GSE23455,Embryonic Stem Cell,WIBR2,Embryo,25.421,GPL9052,H3K4me3,hm,7503748,12793879,31,0.587,0.972,0.411,0.974,38793,7253,63,0.230989771670627,0.19803182146916,0.381160243826842,0.189818163033371
2962,Homo sapiens,GSM529412,GSE21141,Embryonic Stem Cell,WIBR2,Embryo,32.403,GPL9052,H3K4me3,hm,4558581,7652997,28,0.596,0.969,0.564,0.977,30964,8940,104,0.235117219078416,0.230751818916734,0.373451899757478,0.160679062247373
2963,Homo sapiens,GSM529409,GSE21141,Embryonic Stem Cell,WIBR2,Embryo,32.403,GPL9052,H3K4me3,hm,7503748,12793879,31,0.587,0.972,0.411,0.974,38793,7253,63,0.230989771670627,0.19803182146916,0.381160243826842,0.189818163033371
2967,Homo sapiens,GSM575284,GSE23455,Embryonic Stem Cell,WIBR3,Embryo,25.421,GPL9052,H3K4me3,hm,9403813,23410317,28,0.402,0.89,0.553,0.971,42973,9762,102,0.251305361305361,0.124219114219114,0.411235431235431,0.213240093240093
2968,Homo sapiens,GSM529413,GSE21141,Embryonic Stem Cell,WIBR3,Embryo,32.403,GPL9052,H3K4me3,hm,11724210,19173663,28,0.611,0.985,0.362,0.973,37834,7937,88,0.248548938538602,0.178791974768758,0.387082240067849,0.185576846624791
2969,Homo sapiens,GSM529410,GSE21141,Embryonic Stem Cell,WIBR3,Embryo,32.403,GPL9052,H3K4me3,hm,9403813,23410317,28,0.402,0.89,0.553,0.971,42973,9762,102,0.251305361305361,0.124219114219114,0.411235431235431,0.213240093240093
2971,Homo sapiens,GSM575285,GSE23455,Embryonic Stem Cell,WIBR7,Embryo,25.421,GPL9052,H3K4me3,hm,2859233,4089071,31,0.699,0.971,0.579,0.974,31788,7519,31,0.238969546184612,0.238780587661008,0.35168330551444,0.17056656063994
3288,Homo sapiens,GSM586889,GSE23784,Epithelial,NA,Pancreatic Islet,13.668,GPL9052,H3K4me3,hm,14542412,23542687,31,0.618,0.552,0.004,0.314,1692,20,5,0.00545454545454545,0.0151515151515152,0.387878787878788,0.591515151515152
3289,Homo sapiens,GSM586882,GSE23784,Epithelial,NA,Pancreatic Islet,13.668,GPL9052,H3K4me3,hm,4079544,7206897,32,0.566,0.594,0.004,0.567,67,28,5,0,0.377358490566038,0.0566037735849057,0.566037735849057
3290,Homo sapiens,GSM586874,GSE23784,Epithelial,NA,Pancreatic Islet,13.668,GPL9052,H3K4me3,hm,4305263,8969443,32,0.48,0.228,0.002,0.325,465,5,1,0.0197802197802198,0.0241758241758242,0.362637362637363,0.593406593406593
3291,Homo sapiens,GSM586870,GSE23784,Epithelial,NA,Pancreatic Islet,13.668,GPL9052,H3K4me3,hm,35767812,67200031,30,0.532,0.909,0.004,0.609,233,44,5,0.0246913580246914,0.0925925925925926,0.0493827160493827,0.833333333333333
3736,Homo sapiens,GSM648493,GSE26427,T Lymphocyte,NA,Blood,4.092,GPL9052,H3K4me3,hm,2714014,20224353,25,0.134,0.908,0.729,0.974,37410,10113,250,0.141741131146664,0.18318262079298,0.403472630959388,0.271603617100968
3737,Homo sapiens,GSM641817,GSE26141,Epithelial,NA,Mammary Gland,8.694,GPL9052,H3K4me3,hm,6942516,9435834,31,0.736,0.722,0.025,0.912,7469,190,1,0.165322580645161,0.199462365591398,0.561693548387097,0.0735215053763441
3738,Homo sapiens,GSM641814,GSE26141,Epithelial,NA,Mammary Gland,8.694,GPL9052,H3K4me3,hm,6367010,8704955,31,0.731,0.907,0.033,0.934,9709,371,3,0.167045689476949,0.242298945627455,0.520880711184619,0.0697746537109779
3743,Homo sapiens,GSM617271,GSE25126,Epithelial,NA,Pancreatic Islet,13.608,GPL9052,H3K4me3,hm,5309031,6644791,25,0.799,0.737,0.088,0.96,15825,587,1,0.215493760689175,0.229239247482106,0.466459745360106,0.0888072464686134
3744,Homo sapiens,GSM617268,GSE25126,Epithelial,NA,Pancreatic Islet,13.608,GPL9052,H3K4me3,hm,4614297,6962853,26,0.663,0.67,0.175,0.967,19606,1493,3,0.225432048266694,0.235504652827487,0.431230187135699,0.10783311177012
3745,Homo sapiens,GSM617264,GSE25126,Epithelial,NA,Pancreatic Islet,13.608,GPL9052,H3K4me3,hm,5923129,7493298,25,0.79,0.823,0.103,0.968,17333,1232,5,0.223327933348762,0.247454292987734,0.425711640823883,0.10350613283962
3746,Homo sapiens,GSM617257,GSE25126,Epithelial,NA,Pancreatic Islet,13.608,GPL9052,H3K4me3,hm,5670394,7282408,25,0.779,0.681,0.061,0.957,12363,646,5,0.184803762568926,0.287544599416153,0.442182938696075,0.0854686993188453
3749,Homo sapiens,GSM602845,GSE24447,Neuroectoderm,NA,NA,36.28,GPL9052,H3K4me3,hm,25800779,33759917,36,0.764,0.958,0.781,0.977,36775,10858,534,0.251170768895665,0.161783925070791,0.388994772380745,0.198050533652799
3754,Homo sapiens,GSM593367,GSE24111,NA,LCL,Blood,4.007,GPL9115,H3K4me3,hm,7184581,8789614,31,0.817,0.926,0.236,0.974,23505,4764,9,0.260443307757886,0.233589087809037,0.377877237851662,0.128090366581415
3755,Homo sapiens,GSM593366,GSE24111,NA,LCL,Blood,4.007,GPL9115,H3K4me3,hm,7839896,9494176,31,0.826,0.926,0.243,0.971,25773,3162,6,0.267164005128803,0.206201188949761,0.397637642304853,0.128997163616583
3756,Homo sapiens,GSM593365,GSE24111,NA,LCL,Blood,4.007,GPL9115,H3K4me3,hm,5640155,6790746,31,0.831,0.976,0.286,0.974,23265,4682,6,0.264195617547032,0.221361229497611,0.3983382840415,0.116104868913858
3761,Homo sapiens,GSM586885,GSE23784,Epithelial,NA,Pancreatic Islet,13.668,GPL9052,H3K4me3,hm,7512433,9251862,31,0.812,0.933,0.573,0.976,30186,5598,14,0.237256073277579,0.189333598831807,0.381156245851586,0.192254082039028
3762,Homo sapiens,GSM586880,GSE23784,Epithelial,NA,Pancreatic Islet,13.668,GPL9052,H3K4me3,hm,27551924,45874719,30,0.601,0.698,0.316,0.975,30703,7505,37,0.225848563968668,0.197650130548303,0.381396866840731,0.195104438642298
3763,Homo sapiens,GSM586873,GSE23784,Epithelial,NA,Pancreatic Islet,13.668,GPL9052,H3K4me3,hm,15327450,25621475,30,0.598,0.984,0.141,0.966,36071,1003,7,0.240570902907479,0.129373066094277,0.441334708555181,0.188721322443063
3764,Homo sapiens,GSM586872,GSE23784,Epithelial,NA,Pancreatic Islet,13.668,GPL9052,H3K4me3,hm,24877484,41666368,30,0.597,0.99,0.231,0.972,49264,2916,9,0.222617005635874,0.121824716164339,0.414522584333905,0.241035693865883
3765,Homo sapiens,GSM586869,GSE23784,Epithelial,NA,Pancreatic Islet,13.668,GPL9052,H3K4me3,hm,24609138,41722019,30,0.59,0.992,0.226,0.973,43243,4643,48,0.245294870303594,0.152844015354193,0.387972548563452,0.21388856577876
3790,Homo sapiens,GSM534486,GSE21366,Stromal Cell,NA,Adipose,32.403,GPL9052,H3K4me3,hm,6695506,22185886,2,0.302,0.963,0.571,0.967,33854,9048,252,0.216614401514703,0.0703508668126146,0.484350038459263,0.228684693213419
3791,Homo sapiens,GSM534479,GSE21366,Stromal Cell,NA,Adipose,32.403,GPL9052,H3K4me3,hm,7715729,21311740,20,0.362,0.944,0.597,0.968,36722,10025,331,0.218698011836256,0.0698720920718903,0.465159407641749,0.246270488450105
3792,Homo sapiens,GSM534472,GSE21366,Stromal Cell,NA,Adipose,32.403,GPL9052,H3K4me3,hm,7598236,20596787,21,0.369,0.963,0.62,0.966,35439,8166,133,0.219292295517495,0.0858346051664688,0.467582386524221,0.227290712791815
3793,Homo sapiens,GSM534465,GSE21366,Stromal Cell,NA,Adipose,32.403,GPL9052,H3K4me3,hm,6408632,23041892,19,0.278,0.956,0.576,0.958,32500,7825,173,0.216121279349233,0.0555555555555556,0.489739323349972,0.238583841745239
3796,Homo sapiens,GSM529972,GSE21172,Cortex,NA,Prefrontal,9.681,GPL9052,H3K4me3,hm,6175570,8998157,39,0.686,0.889,0.472,0.975,35472,8548,61,0.252935199819372,0.19298938812373,0.362327839241364,0.191747572815534
3797,Homo sapiens,GSM529971,GSE21172,Cortex,NA,Prefrontal,9.681,GPL9052,H3K4me3,hm,5809787,12632907,37,0.46,0.958,0.18,0.972,26363,2594,2,0.254624178662312,0.19480420828744,0.397698355425576,0.152873257624672
3798,Homo sapiens,GSM529970,GSE21172,Cortex,NA,Prefrontal,9.681,GPL9052,H3K4me3,hm,2220837,4931124,39,0.45,0.742,0.538,0.979,24955,6151,16,0.227086841472216,0.262128137278486,0.37763611578863,0.133148905460669
3799,Homo sapiens,GSM529969,GSE21172,Cortex,NA,Prefrontal,9.681,GPL9052,H3K4me3,hm,1178072,1977346,40,0.596,0.883,0.435,0.976,19235,3488,0,0.20657545648442,0.290381314050877,0.394527389065182,0.108515840399521
3800,Homo sapiens,GSM529968,GSE21172,Cortex,NA,Prefrontal,9.681,GPL9052,H3K4me3,hm,6472685,9908972,27,0.653,0.881,0.598,0.978,30822,9625,328,0.239364811326882,0.225336104435929,0.382054945768656,0.153244138468533
3801,Homo sapiens,GSM529967,GSE21172,Cortex,NA,Prefrontal,9.681,GPL9052,H3K4me3,hm,8227557,13512197,28,0.609,0.879,0.488,0.978,32869,9264,181,0.236447801193812,0.211262029479839,0.392831039103423,0.159459130222926
3802,Homo sapiens,GSM529966,GSE21172,Cortex,NA,Prefrontal,9.681,GPL9052,H3K4me3,hm,2577368,3893026,40,0.662,0.85,0.391,0.976,23470,3879,3,0.223875506288638,0.23572798976764,0.417224472393946,0.123172031549776
3803,Homo sapiens,GSM529965,GSE21172,Cortex,NA,Prefrontal,9.681,GPL9052,H3K4me3,hm,2123405,3173966,40,0.669,0.859,0.558,0.976,25058,6074,23,0.230403705626323,0.255001397596135,0.385496945254163,0.12909795152338
