X,species,unique,series,cell_type,cell_line,tissue_type,IF,platform,FactorName,FactorType,MappedReadsNumber,RawReadsNumber,FastQCscore,UniquelyMappedRatio,PBC,FRiP,UnionDHSRatio,AllPeaksNumber,PeaksFoldChange>=10,PeaksFoldChange>=20,PeaksPromoterPercentage,PeaksExonPercentage,PeaksIntronPercentage,PeaksIntergenicPercentage
5138,Mus musculus,GSM542597,GSE21777,Epithelial,NA,Liver,5.527,GPL9250,DNase,ca,11954553,14329202,30,0.834,0.972,0.219,0.998,35540,10475,523,0.229932049510813,0.0987960639467674,0.344038119942482,0.327233766599938
5139,Mus musculus,GSM542598,GSE21777,Epithelial,NA,Liver,5.527,GPL9250,DNase,ca,4304610,5892817,13,0.73,0.979,0.015,0.667,117,50,9,0,0.0375,0.2125,0.75
5140,Mus musculus,GSM542599,GSE21777,Epithelial,NA,Liver,5.527,GPL9250,DNase,ca,4530397,6101845,13,0.742,0.98,0.016,0.675,120,52,9,0.0121951219512195,0.0365853658536585,0.207317073170732,0.74390243902439
9015,Mus musculus,GSM932968,GSE38046,NA,NA,NA,9.205,GPL11002,DNase,ca,32261828,68772456,33,0.469,0.949,0.28,0.99,47329,21415,2040,0.169289672970343,0.0574099928078859,0.391399077717138,0.381901256504633
9016,Mus musculus,GSM932969,GSE38046,NA,NA,NA,9.205,GPL11002,DNase,ca,27537080,51463898,7,0.535,0.939,0.363,0.99,52099,27799,3592,0.184187262174732,0.0706268977975939,0.373236729830495,0.371949110197179
9017,Mus musculus,GSM932970,GSE38046,NA,NA,NA,9.205,GPL11002,DNase,ca,15593884,19358845,38,0.806,0.945,0.052,0.986,16123,2966,11,0.276688453159041,0.0661686896981015,0.32443199502023,0.332710862122627
9018,Mus musculus,GSM932971,GSE38046,NA,NA,NA,9.205,GPL11002,DNase,ca,30839160,73924608,35,0.417,0.928,0.232,0.994,47672,22587,1340,0.192604103231767,0.0556267193045085,0.366749963251507,0.385019214212217
9019,Mus musculus,GSM932972,GSE38046,NA,NA,NA,9.205,GPL11002,DNase,ca,40441758,69235606,30,0.584,0.984,0.081,0.99,22667,5388,64,0.254848994774599,0.065583207864671,0.335311309892835,0.344256487467895
9020,Mus musculus,GSM932973,GSE38046,NA,NA,NA,9.205,GPL11002,DNase,ca,32307112,54529784,33,0.592,0.91,0.456,0.996,38048,15388,1966,0.223296112925313,0.0979142526071842,0.355446118192352,0.32334351627515
9021,Mus musculus,GSM932974,GSE38046,NA,NA,NA,9.205,GPL11002,DNase,ca,62928650,73996102,37,0.85,0.825,0.223,0.994,43209,8329,227,0.202180721494026,0.0637049066233616,0.402157522329196,0.331956849553416
32918,Mus musculus,GSM1064516,GSE43504,B Lymphocyte,NA,Spleen,32.403,NA,DNase,ca,26947643,34999684,39,0.77,0.99,0.051,0.994,17897,3708,18,0.340346534653465,0.0652565256525653,0.29798604860486,0.296410891089109
37591,Mus musculus,GSM1122524,GSE46047,Epithelial,NA,Liver,9.205,NA,DNase,ca,22912920,26424482,39,0.867,0.974,0.205,0.998,66455,5141,25,0.153695501521588,0.0701286570851788,0.409021061194974,0.367154780198258
37595,Mus musculus,GSM1122532,GSE46047,Epithelial,NA,Liver,9.205,NA,DNase,ca,15167645,20553190,38,0.738,0.748,0.189,0.998,38282,10185,1428,0.21730029566446,0.143881315576022,0.325440226065569,0.313378162693948
37612,Mus musculus,GSM1122518,GSE46047,Epithelial,NA,Liver,9.205,NA,DNase,ca,27363218,32073293,39,0.853,0.937,0.269,0.996,62086,23601,1561,0.150118527358049,0.0477495928141781,0.428020835013143,0.37411104481463
37614,Mus musculus,GSM1122526,GSE46047,Epithelial,NA,Liver,9.205,NA,DNase,ca,27840770,32299486,38,0.862,0.969,0.231,0.999,70906,11800,152,0.151863880259814,0.0549138661395086,0.40940412312906,0.383818130471618
37615,Mus musculus,GSM1122525,GSE46047,Epithelial,NA,Liver,9.205,NA,DNase,ca,17211690,20185088,39,0.853,0.965,0.129,0.993,50514,2711,26,0.187097285830409,0.0746247943059934,0.374491960586054,0.363785959277543
37617,Mus musculus,GSM1122527,GSE46047,Epithelial,NA,Liver,9.205,NA,DNase,ca,25520226,29350914,38,0.869,0.963,0.275,0.997,80727,8257,100,0.140218793411391,0.0904321293907521,0.424848680293709,0.344500396904148
37620,Mus musculus,GSM1122516,GSE46047,Epithelial,NA,Liver,9.205,NA,DNase,ca,17030738,20345449,39,0.837,0.951,0.28,0.998,54162,23543,2331,0.168983878124538,0.0512867918946901,0.410701079721935,0.369028250258837
37627,Mus musculus,GSM1122519,GSE46047,Epithelial,NA,Liver,9.205,NA,DNase,ca,27142259,32427711,39,0.837,0.95,0.208,0.997,51043,19278,1091,0.173315020111841,0.0511331305798097,0.414343176689885,0.361208672618464
37628,Mus musculus,GSM1122533,GSE46047,Epithelial,NA,Liver,9.205,NA,DNase,ca,23541480,27561295,39,0.854,0.95,0.129,0.998,38429,10396,579,0.200553178165118,0.0775754096649619,0.373395261454963,0.348476150714957
37630,Mus musculus,GSM1122517,GSE46047,Epithelial,NA,Liver,9.205,NA,DNase,ca,22334156,27497841,39,0.812,0.958,0.254,0.998,56752,23230,1770,0.162448821120994,0.049131723845828,0.419790343074968,0.36862911195821
40532,Mus musculus,GSM542601,GSE21777,Epithelial,NA,Liver,5.527,NA,DNase,ca,7149632,10036142,31,0.712,0.994,0.016,0.804,138,68,12,0,0.0630630630630631,0.252252252252252,0.684684684684685
40533,Mus musculus,GSM542600,GSE21777,Epithelial,NA,Liver,5.527,NA,DNase,ca,7487490,9928860,31,0.754,0.996,0.008,0.83,135,58,11,0.00892857142857143,0.107142857142857,0.276785714285714,0.607142857142857
40538,Mus musculus,GSM1003814,GSE40869,B Lymphocyte,NA,NA,NA,NA,DNase,ca,350679937,449746241,38,0.78,0.965,0.413,0.999,81443,63,0,0.116719592349162,0.0830071634295842,0.406420008369643,0.393853235851611
40539,Mus musculus,GSM1003238,GSE40848,Erythroid Cell,G1E-ER4,Blood,NA,NA,DNase,ca,475661,237589785,37,0.002,0.777,0.108,0.936,1411,224,3,0.408670931058991,0.189765458422175,0.224591329068941,0.176972281449893
40540,Mus musculus,GSM1003833,GSE40869,CD4,NA,Blood,NA,NA,DNase,ca,221778807,274076701,37,0.809,0.923,0.515,0.999,70817,6409,3,0.14165805602344,0.0723010941414599,0.407903862758142,0.378136987076958
40543,Mus musculus,GSM1003834,GSE40869,Activated Treg,NA,Blood,NA,NA,DNase,ca,227097674,324378781,36,0.7,0.97,0.452,0.999,83125,247,0,0.124318916051883,0.0638892907083273,0.415798736679686,0.395993056560104
40544,Mus musculus,GSM1003815,GSE40869,Myeloid Progenitor Cell,416B,Blood,NA,NA,DNase,ca,293518642,375635072,39,0.781,0.928,0.602,1,146625,7132,0,0.0748214310102293,0.038697914532716,0.453722292784857,0.432758361672198
40546,Mus musculus,GSM1003830,GSE40869,Embryonic Stem Cell,ES-CJ7,Hindbrain,NA,NA,DNase,ca,150626699,232529143,24,0.648,0.98,0.342,1,168470,13058,9,0.0997925816746801,0.0641629868238846,0.382249983656149,0.453794447845286
40552,Mus musculus,GSM1003239,GSE40848,Erythroid Cell,G1E,Blood,NA,NA,DNase,ca,299536,78905344,34,0.004,0.939,0.003,0.944,90,8,0,0.393258426966292,0.134831460674157,0.224719101123595,0.247191011235955
40554,Mus musculus,GSM1003819,GSE40869,NA,NA,Kidney,NA,NA,DNase,ca,156118755,194674012,39,0.802,0.959,0.471,1,163204,10324,1,0.0858174860640105,0.0451716165747821,0.452163834497476,0.416847062863731
40556,Mus musculus,GSM1003824,GSE40869,Erythroblast,K562,Bone Marrow,NA,NA,DNase,ca,351807267,478412800,37,0.735,0.958,0.508,1,125145,260,0,0.0873640314718618,0.0436700096848812,0.436764129121077,0.43220182972218
40557,Mus musculus,GSM1003832,GSE40869,NA,NA,Retina,NA,NA,DNase,ca,75094202,104333312,35,0.72,0.97,0.429,1,105365,19326,107,0.10972585166532,0.057746947308405,0.387485152278234,0.44504204874804
40691,Mus musculus,GSM967653,GSE39406,Trophoblast Stem Cell,TSC,Embryo,32.403,NA,DNase,ca,35472,397632384,34,0,0.966,0.013,0.667,21,1,0,0.333333333333333,0.19047619047619,0.142857142857143,0.333333333333333
40779,Mus musculus,GSM1123949,GSE46124,Epithelial,7438,Mammary Gland,7.856,NA,DNase,ca,45951995,59449447,38,0.773,0.984,0.054,0.992,20984,2799,9,0.253620408554714,0.0593651098110674,0.322432147309869,0.36458233432435
40780,Mus musculus,GSM1123951,GSE46124,Epithelial,7438,Mammary Gland,7.856,NA,DNase,ca,47368572,60383455,38,0.784,0.987,0.057,0.995,25002,4021,12,0.240640205895363,0.055656090400933,0.32440583906382,0.379297864639884
40781,Mus musculus,GSM1123948,GSE46124,Epithelial,7438,Mammary Gland,7.856,NA,DNase,ca,48678005,66915404,38,0.727,0.98,0.128,0.998,38517,9213,95,0.205045345564474,0.0556655894923382,0.346580840195976,0.392708224747212
40782,Mus musculus,GSM1123950,GSE46124,Epithelial,7438,Mammary Gland,7.856,NA,DNase,ca,53398606,67871123,38,0.787,0.99,0.033,0.992,16338,1789,6,0.280362873364601,0.0556652678351024,0.29696371266354,0.367008146136756
42980,Mus musculus,GSM1246046,GSE51458,NA,NA,Intestinal Crypt,36.28,NA,DNase,ca,31110328,81232480,37,0.383,0.773,0.708,0.999,51885,23238,7751,0.182167548569001,0.240083426673361,0.293557606890425,0.284191417867213
42981,Mus musculus,GSM1246047,GSE51458,NA,NA,Intestinal Crypt,36.28,NA,DNase,ca,42577845,99656421,37,0.427,0.809,0.678,0.999,65869,22434,7741,0.155011867810845,0.204156776824296,0.31296025804881,0.327871097316049
43602,Mus musculus,GSM1296409,GSE53585,Epithelial,3134,Mammary Gland,12.712,NA,DNase,ca,13973717,16744378,31,0.835,0.939,0.239,0.999,39186,18656,2516,0.225883977194283,0.0658093217088947,0.333802060695932,0.37450464040089
43603,Mus musculus,GSM1296410,GSE53585,Epithelial,3134,Mammary Gland,12.712,NA,DNase,ca,36404178,44274346,32,0.822,0.939,0.176,0.999,41613,16114,1331,0.212692140895292,0.0657736230906375,0.344383944489953,0.377150291524117
43604,Mus musculus,GSM1296411,GSE53585,Epithelial,3134,Mammary Gland,12.712,NA,DNase,ca,31293038,37997301,32,0.824,0.956,0.184,0.999,48566,19723,1352,0.193381336524376,0.0519094679073222,0.338628814293672,0.416080381274629
43605,Mus musculus,GSM1296412,GSE53585,Epithelial,3134,Mammary Gland,12.712,NA,DNase,ca,13423715,16791753,30,0.799,0.93,0.115,0.997,22584,8917,692,0.307562502775434,0.0691860206936365,0.27834273280341,0.344908743727519
43606,Mus musculus,GSM1296413,GSE53585,Epithelial,3134,Mammary Gland,12.712,NA,DNase,ca,39621650,47848311,33,0.828,0.957,0.242,0.999,59763,22397,1720,0.164811399832355,0.055138306789606,0.37116512992456,0.408885163453479
43607,Mus musculus,GSM1296414,GSE53585,Epithelial,3134,Mammary Gland,12.712,NA,DNase,ca,27358103,37162332,30,0.736,0.841,0.26,0.998,49472,19326,2138,0.191103822481374,0.0605968577907353,0.352040816326531,0.396258503401361
43608,Mus musculus,GSM1296415,GSE53585,Epithelial,3134,Mammary Gland,12.712,NA,DNase,ca,49532332,60857537,36,0.814,0.939,0.052,0.997,22592,5442,36,0.240435458786936,0.0481226394134637,0.328993556987336,0.382448344812264
43609,Mus musculus,GSM1296416,GSE53585,Epithelial,3134,Mammary Gland,12.712,NA,DNase,ca,46805703,57500749,37,0.814,0.893,0.044,0.996,17226,4809,41,0.3255800396409,0.0718782791185729,0.283782208231316,0.318759473009211
43663,Mus musculus,GSM1300603,GSE53776,Embryonic Stem Cell,NA,Embryo,NA,NA,DNase,ca,83192462,162445492,38,0.512,0.979,0.148,0.997,62942,3798,13,0.144188788680328,0.180694094776762,0.306733802861787,0.368383313681124
43664,Mus musculus,GSM1300604,GSE53776,Embryonic Stem Cell,NA,Embryo,NA,NA,DNase,ca,26248602,31457280,39,0.834,0.989,0.022,0.983,6995,521,30,0.534974093264249,0.197035118019574,0.128094415659183,0.139896373056995
43667,Mus musculus,GSM1300607,GSE53776,Endoderm Cell,NA,NA,NA,NA,DNase,ca,115631745,201372731,38,0.574,0.966,0.092,0.996,89299,3809,43,0.111290648353868,0.148095783119011,0.340739244597051,0.39987432393007
43902,Mus musculus,GSM873977,GSE35724,Preadipocyte,3T3-L1,Adipose,2.286,NA,DNase,ca,53950385,71176847,30,0.758,0.991,0.086,0.993,45523,4775,125,0.165964300686186,0.0584250821878516,0.344019592701278,0.431591024424685
43903,Mus musculus,GSM873978,GSE35724,Preadipocyte,3T3-L1,Adipose,2.286,NA,DNase,ca,55371349,72204142,29,0.767,0.99,0.097,0.995,45877,5543,98,0.16659372401418,0.0570484485097816,0.345441813646111,0.430916013829927
43904,Mus musculus,GSM873979,GSE35724,Preadipocyte,3T3-L1,Adipose,2.286,NA,DNase,ca,22637607,28700577,38,0.789,0.989,0.081,0.99,27360,4453,161,0.208163415261398,0.0668650574966016,0.322642271942393,0.402329255299607
43905,Mus musculus,GSM873980,GSE35724,Preadipocyte,3T3-L1,Adipose,2.286,NA,DNase,ca,38169322,50194123,29,0.76,0.986,0.111,0.995,46741,7163,505,0.140842652014338,0.0570711081539353,0.363932948423515,0.438153291408212
43906,Mus musculus,GSM873981,GSE35724,Preadipocyte,3T3-L1,Adipose,2.286,NA,DNase,ca,42305164,49960698,38,0.847,0.925,0.306,0.997,61999,20613,3127,0.143616076474673,0.0420804469634582,0.389074585412327,0.425228891149542
43907,Mus musculus,GSM873982,GSE35724,Preadipocyte,3T3-L1,Adipose,2.286,NA,DNase,ca,14550643,16996400,38,0.856,0.973,0.255,0.996,36321,10408,329,0.18016155267003,0.0848013674082651,0.346456041683897,0.388581038237808
45087,Mus musculus,GSM1014196,GSE49847,Epithelial,3134,Mammary Gland,NA,NA,DNase,ca,1985552,3292275,18,0.603,0.949,0.226,0.996,16091,6061,670,0.389335326730206,0.110508939139102,0.227621005419548,0.272534728711144
45088,Mus musculus,GSM1014163,GSE49847,Myeloid Progenitor Cell,416B,Blood,NA,NA,DNase,ca,66419329,83197542,34,0.798,0.949,0.445,1,102424,25636,333,0.105563703920993,0.0382907988657475,0.436139630390144,0.420005866823115
45089,Mus musculus,GSM1014167,GSE49847,B Lymphocyte,A20,Blood,NA,NA,DNase,ca,40457382,51148939,37,0.791,0.977,0.253,0.998,70808,7755,29,0.157343300910391,0.0555012813433575,0.399226946438432,0.38792847130782
45090,Mus musculus,GSM1014190,GSE49847,B Lymphocyte,NA,Blood,NA,NA,DNase,ca,31402092,39059456,36,0.804,0.97,0.284,0.999,49086,10981,76,0.193257233873109,0.0780053501051643,0.367707418676359,0.361029997345368
45091,Mus musculus,GSM1014170,GSE49847,B Lymphocyte,NA,Blood,NA,NA,DNase,ca,116839500,153464871,37,0.761,0.958,0.368,0.999,76963,13234,15,0.148103756009224,0.0580924215381008,0.411675808069622,0.382128014383053
45092,Mus musculus,GSM1014164,GSE49847,NA,NA,Cerebellum,NA,NA,DNase,ca,11528179,16000000,37,0.721,0.948,0.381,0.999,58638,25231,3239,0.16101000443883,0.060470515928569,0.430549390514563,0.347970089118039
45093,Mus musculus,GSM1014168,GSE49847,NA,NA,Cerebrum,NA,NA,DNase,ca,96402652,109436573,34,0.881,0.979,0.357,0.999,210218,17753,34,0.0664433011769521,0.0387732665775108,0.450639875499122,0.444143556746415
45094,Mus musculus,GSM1014153,GSE49847,Lymphoblastoid,CH12,Blood,NA,NA,DNase,ca,571750,786432,35,0.727,0.992,0.12,0.996,7012,248,3,0.448862823630382,0.0829638106136461,0.211986840223144,0.256186525532828
45095,Mus musculus,GSM1014156,GSE49847,Epithelial,NA,Fetal Liver,NA,NA,DNase,ca,33008672,46679645,36,0.707,0.981,0.206,0.999,31611,8227,50,0.264382040298271,0.0725686181183563,0.355989211486594,0.307060130096779
45096,Mus musculus,GSM1014155,GSE49847,Epithelial,NA,Blood,NA,NA,DNase,ca,4452195,6029312,37,0.738,0.979,0.174,0.998,28168,6677,33,0.298638028519612,0.0841364105117172,0.293019451655347,0.324206109313325
45097,Mus musculus,GSM1014158,GSE49847,Epithelial,NA,Blood,NA,NA,DNase,ca,6059251,8218509,37,0.737,0.969,0.248,0.998,34459,10149,102,0.260086036507383,0.0725206371352168,0.351383560051157,0.316009766306243
45098,Mus musculus,GSM1014157,GSE49847,Erythroblast,NA,Fetal Liver,NA,NA,DNase,ca,1144862,1572864,37,0.728,0.987,0.105,0.994,7156,776,12,0.583719298245614,0.104561403508772,0.151438596491228,0.160280701754386
45099,Mus musculus,GSM1014187,GSE49847,Embryonic Stem Cell,ES-CJ7,Embryo,NA,NA,DNase,ca,5389487,7340032,30,0.734,0.971,0.223,0.998,39244,10490,167,0.239447761955801,0.0680600214362272,0.293268003878936,0.399224212729036
45100,Mus musculus,GSM1014154,GSE49847,Embryonic Stem Cell,E14,Embryo,NA,NA,DNase,ca,17278332,29078728,36,0.594,0.978,0.289,0.998,82248,22088,339,0.151721031035784,0.0630212708964946,0.352351730771572,0.432905967296149
45101,Mus musculus,GSM1014159,GSE49847,Embryonic Stem Cell,WW6,Embryo,NA,NA,DNase,ca,28309528,37772966,65,0.749,0.982,0.235,0.998,82633,13595,100,0.149073142344483,0.0800043645357225,0.343367724258332,0.427554768861462
45102,Mus musculus,GSM1014160,GSE49847,Embryonic Stem Cell,WW6,Embryo,NA,NA,DNase,ca,33555818,43223654,38,0.776,0.966,0.375,0.999,111039,30716,880,0.121821460775473,0.0686113615870153,0.386510369702435,0.423056807935077
45103,Mus musculus,GSM1014165,GSE49847,NA,NA,Adipose,NA,NA,DNase,ca,42772121,52944038,34,0.808,0.982,0.237,0.998,105790,12031,19,0.103651265355568,0.0435634381329144,0.427608790293578,0.42517650621794
45104,Mus musculus,GSM1014199,GSE49847,Epithelial,NA,Lung,NA,NA,DNase,ca,67823507,89752462,32,0.756,0.96,0.457,0.999,135640,29608,488,0.0899061310033356,0.0375180801133512,0.419185583139003,0.45339020574431
45105,Mus musculus,GSM1014174,GSE49847,Epithelial,NA,Limb,NA,NA,DNase,ca,131632294,170397385,36,0.773,0.981,0.276,1,133896,11790,5,0.10220463369566,0.0511846072131246,0.387460444517591,0.459150314573624
45106,Mus musculus,GSM1014173,GSE49847,NA,NA,Adipose,NA,NA,DNase,ca,25556647,30369877,38,0.842,0.982,0.255,0.998,96519,12910,63,0.109334163036714,0.0447624974071769,0.421416718523128,0.424486621032981
45107,Mus musculus,GSM1014172,GSE49847,NA,NA,Embryo,NA,NA,DNase,ca,18609770,22920619,69,0.812,0.981,0.232,0.999,58838,14751,377,0.187330825147682,0.0783949881684003,0.328901448732572,0.405372737951346
45108,Mus musculus,GSM1014166,GSE49847,Epithelial,NA,Heart,NA,NA,DNase,ca,31642343,39956402,37,0.792,0.972,0.325,0.999,93967,22514,1011,0.126001278227524,0.04995739241585,0.422262462718364,0.401778866638262
45109,Mus musculus,GSM1014179,GSE49847,Epithelial,NA,Limb,NA,NA,DNase,ca,33345284,42450127,37,0.786,0.975,0.298,0.999,96532,26523,1628,0.130740106840931,0.056407862662725,0.370644676106011,0.442207354390332
45110,Mus musculus,GSM1014193,GSE49847,Epithelial,NA,Kidney,NA,NA,DNase,ca,27207406,32715682,36,0.832,0.97,0.295,0.999,94415,27831,1160,0.128473731643959,0.0502995281768542,0.416487303186132,0.404739436993055
45111,Mus musculus,GSM1014186,GSE49847,Epithelial,NA,Large Intestine,NA,NA,DNase,ca,21944194,30827273,37,0.712,0.986,0.21,0.998,70232,14084,98,0.159936139580631,0.0498196798426297,0.391529941698858,0.398714238877881
45112,Mus musculus,GSM1014183,GSE49847,Epithelial,NA,Liver,NA,NA,DNase,ca,181317,262144,37,0.692,0.995,0.014,0.956,158,7,2,0.690789473684211,0.0592105263157895,0.111842105263158,0.138157894736842
45113,Mus musculus,GSM1014161,GSE49847,Epithelial,NA,Liver,NA,NA,DNase,ca,39188522,58413155,37,0.671,0.977,0.249,0.999,54693,13024,213,0.196957478005865,0.062041788856305,0.401961143695015,0.339039589442815
45114,Mus musculus,GSM1014195,GSE49847,Epithelial,NA,Liver,NA,NA,DNase,ca,370808845,453326986,66,0.818,0.954,0.493,0.999,144713,4733,0,0.0912274388218359,0.0475238068873879,0.467327815302846,0.39392093898793
45115,Mus musculus,GSM1014162,GSE49847,Epithelial,NA,Liver,NA,NA,DNase,ca,7259917,11616368,37,0.625,0.973,0.214,0.998,26329,11207,980,0.328537170263789,0.0811160595333257,0.317384187887785,0.2729625823151
45116,Mus musculus,GSM1014194,GSE49847,Epithelial,NA,Lung,NA,NA,DNase,ca,49356940,58536944,36,0.843,0.977,0.284,0.999,121211,18436,124,0.109525696921654,0.0450934733782534,0.449118113357115,0.396262716342978
45117,Mus musculus,GSM1014191,GSE49847,Erythroid Progenitor Cell,MEL,Blood,NA,NA,DNase,ca,35222469,45875200,33,0.768,0.967,0.347,0.999,78496,14710,90,0.145459186929606,0.046078243665837,0.414691428936116,0.393771140468441
45118,Mus musculus,GSM1014178,GSE49847,NA,NA,Embryo,NA,NA,DNase,ca,14763516,18892740,35,0.781,0.967,0.306,0.999,75354,21861,3059,0.154338700249748,0.0567644401934215,0.356514692597906,0.432382166958925
45119,Mus musculus,GSM1014180,GSE49847,NA,mG/ER,Blood,NA,NA,DNase,ca,21283966,28425177,34,0.749,0.924,0.506,0.999,72412,34729,6489,0.156977949816825,0.0495748945876823,0.422782885186977,0.370664270408516
45120,Mus musculus,GSM1014176,GSE49847,NA,mG/ER,Blood,NA,NA,DNase,ca,8454390,11796480,36,0.717,0.946,0.339,0.998,47625,17031,941,0.189129520605551,0.0470142977291842,0.373906644238856,0.389949537426409
45121,Mus musculus,GSM1014181,GSE49847,NA,mG/ER,Blood,NA,NA,DNase,ca,60566595,84612445,36,0.716,0.955,0.396,0.999,79793,21488,531,0.146290320555479,0.0472483457428776,0.423050362241503,0.383410971460141
45122,Mus musculus,GSM1014177,GSE49847,Fibroblast,NIH-3T3,Embryo,NA,NA,DNase,ca,38489098,49867586,37,0.772,0.96,0.37,0.999,92665,35288,2836,0.125386361180158,0.0421484923808495,0.398951691343348,0.433513455095645
45123,Mus musculus,GSM1014171,GSE49847,Fibroblast,Patski,Embryonic Kidney,NA,NA,DNase,ca,30842065,43041412,37,0.717,0.976,0.291,0.998,89279,18639,107,0.113987253713927,0.0448812889906198,0.412818096135721,0.428313361159733
45124,Mus musculus,GSM1014175,GSE49847,NA,NA,Brain,NA,NA,DNase,ca,9186077,11915647,38,0.771,0.979,0.166,0.998,26549,9642,593,0.307689403948511,0.0790457136385942,0.299309199350723,0.313955683062172
45125,Mus musculus,GSM1014198,GSE49847,NA,NA,Brain,NA,NA,DNase,ca,17625886,29631478,32,0.595,0.976,0.296,0.999,53723,20802,2078,0.194937841313626,0.0813561217452892,0.34600115557378,0.377704881367305
45126,Mus musculus,GSM1014188,GSE49847,NA,NA,Brain,NA,NA,DNase,ca,29824239,48000000,29,0.621,0.974,0.389,0.999,86407,27435,2556,0.136409994900561,0.0625956144824069,0.375283946038663,0.425710444578369
45127,Mus musculus,GSM1014189,GSE49847,NA,NA,Skeletal Muscle,NA,NA,DNase,ca,14440372,18203318,38,0.793,0.978,0.211,0.999,51847,13146,609,0.18554272695679,0.0584623701587056,0.376954859636251,0.379040043248253
45128,Mus musculus,GSM1014182,GSE49847,NA,NA,Spleen,NA,NA,DNase,ca,39795998,57033505,68,0.698,0.963,0.315,0.999,52671,17480,854,0.187483340314535,0.0612695632306462,0.379079242983892,0.372167853470926
45129,Mus musculus,GSM1014149,GSE49847,T Helper-Activated,NA,Blood,NA,NA,DNase,ca,50135923,60635239,38,0.827,0.951,0.368,0.999,54643,12689,113,0.181996696641586,0.0696458065700128,0.38717195815746,0.361185538630941
45130,Mus musculus,GSM1014185,GSE49847,NA,NA,Thymus,NA,NA,DNase,ca,57183279,72425793,38,0.79,0.968,0.36,0.999,70969,11725,50,0.152568935575416,0.0662176853459839,0.4015841416409,0.3796292374377
45131,Mus musculus,GSM1014192,GSE49847,T Lymphocyte,NA,Blood,NA,NA,DNase,ca,81932791,102635506,34,0.798,0.961,0.353,0.999,63470,8769,18,0.166492890995261,0.0629699842022117,0.404139020537125,0.366398104265403
